"TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","TRAVTIME","CAR_USE","BLUEBOOK","TIF","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","HSDropout","Bachelors","Masters","PhD","Panel_Truck","Pickup","Sports_Car","Van","SUV","Professional","Blue_Collar","Clerical","Doctor","Lawyer","Manager","Home_Maker","Student","INCOME_MOD","HOME_VAL_MOD","BLUEBOOK_MOD","OLD_CLAIM_MOD","predict_prob","predict_target","TARGET_AMT1"
NA,NA,0,48,0,11,26875,0,0,0,1,18,1,10450,1,0,3830,1,0,8,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,82.7766580824547,0,71.2545513466548,8.25088114470065,0.788603161901346,1,3741.1279916111
NA,NA,1,42,3,11,99269,1,306012,0,1,34,1,25910,7,0,45894,2,1,1,10,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,145.753941934312,4.16762318765474,108.295017892494,10.7341114576532,0.568335175862761,1,3813.22635560162
NA,NA,0,21,1,8,18483,1,0,0,0,20,0,8150,1,0,7781,2,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,70.390244982443,0,63.5394801961861,8.9595686535445,0.735972529919566,1,3304.97261286466
NA,NA,1,38,2,13,38317,0,125157,1,0,44,0,1500,1,0,2896,1,0,8,8,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,96.5180455536354,3.76714581990408,29.119108217154,7.97143099776935,0.729368731639776,1,3490.37844676257
NA,NA,0,51,0,4,72453,0,0,0,0,52,0,13850,1,0,2847,4,0,7,15,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,127.175779827007,0,81.1350196235762,7.95437227253187,0.528191715676162,1,3656.84155654136
NA,NA,0,26,3,13,14822,1,158840,0,0,5,0,8830,10,0,7486,3,0,9,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,63.9738736508101,3.86997773359729,65.9307299957349,8.92092346223069,0.714380594471858,1,3897.52063205818
NA,NA,0,47,0,0,0,0,56266,1,0,32,0,6200,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.44173796717557,56.0134817471988,0,0.513731818226755,1,1594.08617843166
NA,NA,3,38,3,9,38212,1,160245,0,1,61,1,22320,1,0,4326,4,0,6,13,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,96.4034330603702,3.87383079345612,101.099270462796,8.37262974022488,0.604220450892639,1,4853.50212753578
NA,NA,1,41,1,11,182782,1,0,0,1,36,1,23880,3,0,5639,2,1,5,14,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,189.852872759094,0,104.297481770919,8.6376393444921,0.806444015761001,1,4738.21811405789
NA,NA,0,53,0,11,27045,0,161922,1,1,54,1,6800,6,0,6523,3,0,4,7,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,83.0029761783567,3.87839074786965,58.4502817243377,8.78324296374091,0.554578938122721,1,2953.06193546058
NA,NA,0,48,0,11,75984,0,0,0,0,42,1,37310,1,0,40386,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129.823314223091,0,128.118380366428,10.606263229988,0.729995330091359,1,3986.57542537255
NA,NA,0,48,0,12,88745,0,241555,1,0,55,1,7050,1,0,1031,2,0,5,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,138.850134888815,4.05770819013737,59.4312935429806,6.93925394604151,0.717249337176101,1,3447.38656487199
NA,NA,0,44,2,14,26377,1,169045,0,1,30,0,8540,1,0,4236,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82.1089688037953,3.89730382082062,64.9235230157692,8.35161075062656,0.554027628512594,1,2763.59442807401
NA,NA,0,41,1,0,0,0,65804,1,0,31,0,5600,1,0,7792,3,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.50318045515344,53.4459351590495,8.96098117384356,0.573111647731017,1,1847.79799497281
NA,NA,2,42,3,17,28916,0,115937,1,0,43,0,8300,4,0,958,1,0,4,7,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,85.4422836812762,3.73471178929112,64.0759421455177,6.86589107488344,0.730995484286555,1,3017.80436609859
NA,NA,0,50,0,0,0,0,0,0,0,37,0,6500,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,57.2470428120587,0,0.587544844950557,1,1898.45652708984
NA,NA,1,39,1,12,51778,1,0,0,1,40,1,5400,6,0,0,0,0,4,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,109.957511463708,0,52.55735771913,0,0.798170640944893,1,4057.82208573057
NA,NA,0,38,0,11,48207,0,179539,0,0,38,0,10120,3,0,1842,3,0,4,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,106.607234061391,3.92391819401894,70.2082610336289,7.51914995766982,0.592991730593472,1,2730.16858998343
NA,NA,0,45,0,10,96708,0,272829,1,0,29,1,7880,4,0,4148,2,0,7,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,144.113683911193,4.11391799132788,62.5602659467339,8.33062262033287,0.51767587534957,1,3346.49125106105
NA,NA,0,31,2,7,35053,1,125625,0,1,28,1,12860,10,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.8679819942893,3.76873496097457,78.4079477030618,0,0.621048945026251,1,2951.21005524143
NA,NA,0,53,0,13,80023,0,246532,1,0,58,1,20990,4,0,29379,2,1,5,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,132.767574355894,4.06707033238828,98.2760594101751,10.2880694497279,0.670494183056954,1,4092.40418385858
NA,NA,2,56,2,17,28088,1,154530,0,1,46,0,9910,1,0,1157,1,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.3741699764619,3.85796645308122,69.5328378612735,7.05444965813294,0.676898192459577,1,3490.38115913397
NA,NA,0,50,0,12,26748,0,158840,0,1,25,0,9170,1,0,25089,2,1,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82.6070549349421,3.86997773359729,67.0891460172068,10.1302246393605,0.632266872359847,1,2279.25115505255
NA,NA,1,54,1,0,0,0,0,1,0,37,0,10600,1,0,5493,3,0,1,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,71.7242480576001,8.61141186665522,0.56730303597123,1,2411.99979399017
NA,NA,0,39,0,14,28830,0,0,0,1,50,1,18930,1,0,0,0,1,5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,85.3321582615219,0,93.7057914324091,0,0.855994786445456,1,4061.34495159704
NA,NA,0,30,2,14,51778,1,0,0,1,52,1,19340,6,0,32990,2,1,0,17,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,109.957511463708,0,94.6360124126778,10.403990075979,0.690465380244527,1,3945.04417830726
NA,NA,2,45,3,17,51778,1,0,0,0,64,0,19550,10,0,0,0,0,5,14,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,109.957511463708,0,95.1083521537598,0,0.612301133447599,1,4031.73331763711
NA,NA,1,57,1,14,41645,0,160772,1,1,23,1,7200,4,0,5040,2,0,0,5,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,100.062355283617,3.87526830925724,60.0109194565892,8.52535975408263,0.569056779454781,1,2221.76613922301
NA,NA,0,52,0,11,81849,0,273961,1,0,56,1,6700,1,0,4235,3,0,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,134.070982675212,4.11584326359963,58.0524407714467,8.3513747067213,0.753148502696669,1,3765.32154817444
NA,NA,0,38,0,4,22036,0,158037,1,1,32,1,7500,6,0,9416,1,0,2,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,75.958518682518,3.86776199610586,61.1509548003479,9.15027184551006,0.530662391013584,1,2073.45512881011
NA,NA,0,45,2,15,39196,1,0,0,0,25,0,17300,14,0,7410,3,0,3,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,97.4706084959104,0,89.8957693449939,8.91072066195136,0.501232217788284,1,2884.06894401722
NA,NA,0,41,1,14,2346,1,0,0,0,13,0,5830,11,0,8521,2,0,0,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28.7973170163963,0,54.4469057705893,9.05040633405986,0.602802965069376,1,2216.11612044138
NA,NA,0,43,2,0,0,0,117111,1,0,44,0,5800,6,0,4959,1,0,3,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.73896619760657,54.3175665376285,8.50916101971897,0.638926092203602,1,1971.24430970344
NA,NA,0,36,2,13,19934,1,158840,0,1,17,0,10790,6,0,7797,2,0,9,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,72.7318105047462,3.86997773359729,72.3140834369434,8.96162256954254,0.687766880467344,1,3630.80354286128
NA,NA,2,38,2,11,30886,1,0,0,1,27,1,8390,1,0,9267,3,0,2,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,87.9157735804571,0,64.3953138109296,9.13432288555227,0.894373518990004,1,4552.91943248637
NA,NA,0,35,0,10,51996,0,0,0,1,35,0,10200,6,0,41621,2,1,5,8,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,110.157731008406,0,70.4635759182261,10.6363841526134,0.55477453600481,1,2879.91402336749
NA,NA,1,36,2,14,20926,0,122046,1,1,23,1,8390,6,0,1429,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,74.2774753148757,3.75644609566272,64.3953138109296,7.26542972325395,0.561647460388794,1,2255.49047011475
NA,NA,0,48,0,11,53878,0,220705,1,0,29,0,11690,1,0,26114,3,1,7,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,111.866787039683,4.01652778342827,75.0347585948544,10.1702651408704,0.667506725029428,1,3463.91541342162
NA,NA,0,49,0,0,51778,0,0,0,0,5,1,10810,4,0,3461,2,0,5,10,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,109.957511463708,0,72.3758446145756,8.14960173573616,0.553207918388202,1,3231.66742032236
NA,NA,0,47,0,6,25871,0,193683,1,0,38,1,15330,1,0,0,0,1,6,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.4231917500462,3.95768604793352,85.0227080236075,0,0.775470086924003,1,3636.63018722483
NA,NA,0,47,0,10,45237,0,0,0,0,43,0,15550,3,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,103.711953262254,0,85.5830404570935,0,0.540149372471975,1,1971.66467171964
NA,NA,1,42,3,7,85819,0,262789,1,1,45,1,5700,1,0,5699,3,0,1,14,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,136.849001722601,4.0965250189613,53.8838115343535,8.64822145382264,0.56721473411395,1,2936.23267995984
NA,NA,0,51,0,0,0,0,129459,1,0,39,0,6600,1,0,4545,1,0,8,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.78155955173301,57.6513862166591,8.42200300441249,0.770907551058537,1,3036.08269275668
NA,NA,2,36,3,0,0,0,158840,1,0,19,1,23510,6,0,32008,3,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.86997773359729,103.549370252818,10.3737723922385,0.839586867366371,1,4142.87654554431
NA,NA,1,39,3,14,71309,1,224123,0,0,87,0,14580,1,0,4648,3,0,3,7,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,126.30237056564,4.023508899421,83.0791832907658,8.44440742169058,0.783238915397716,1,4366.311055668
NA,NA,0,56,0,12,278,0,91930,1,0,58,0,1530,6,0,4611,2,0,5,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.4359275848239,3.63806681120655,29.3861539589002,8.43641688138895,0.78823794433435,1,2625.89346585294
NA,NA,0,33,1,8,77719,1,0,0,0,39,1,9250,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,131.09866804712,0,67.3583342704012,0,0.602099610102837,1,3136.10180856103
NA,NA,2,37,2,11,16238,0,65155,1,1,33,0,6820,6,0,5612,4,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,66.551919894754,3.49925905947133,58.5294707058265,8.6328406149422,0.536081150213758,1,1998.47175273981
NA,NA,0,35,0,13,7163,0,0,0,1,50,1,6580,6,0,0,0,0,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,46.6934661683312,0,57.5707831026044,0,0.650455768459705,1,2521.30097450181
NA,NA,0,27,4,0,0,0,0,1,1,45,1,4400,7,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47.8224348147325,0,0.668220537139172,1,2034.59110691106
NA,NA,0,42,0,7,76034,0,0,0,0,39,1,11880,1,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,129.860297674803,0,75.5945313806698,0,0.753617249806528,1,3113.33649927343
NA,NA,0,40,1,11,29310,0,118987,1,1,5,1,9240,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,85.9444525161181,3.74568666774397,67.3247545469226,0,0.560342981365819,1,2146.06925096559
NA,NA,0,51,0,0,0,0,0,0,0,33,0,4270,4,0,0,0,0,5,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47.1658049184776,0,0.599189548271059,1,2694.26600137232
NA,NA,0,50,0,8,21567,0,149254,1,1,42,1,17990,1,0,5228,2,0,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75.2542369805532,3.84285179519638,91.5312442970032,8.56197533418813,0.668128529124632,1,3211.4846750538
NA,NA,0,37,3,15,72019,1,0,0,0,46,0,12400,1,0,1109,3,0,8,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,126.845360939693,0,77.1023112547999,7.01211529430638,0.684635111774652,1,4364.71512366716
NA,NA,1,41,2,10,132114,1,0,0,1,33,1,18810,3,0,943,2,0,5,13,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,164.957037537759,0,93.4314813792588,6.8501261661455,0.715032673061599,1,4665.82919519241
NA,NA,0,40,0,9,25505,0,0,0,0,40,1,17330,1,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80.9224023016332,0,89.9676004421405,0,0.597537527070466,1,2830.74802955347
NA,NA,1,40,2,15,30324,1,0,0,0,27,0,11590,1,0,0,0,0,5,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87.2194912858334,0,74.7381707304328,0,0.686271606849458,1,3609.28224571784
NA,NA,0,51,0,11,51605,0,0,0,1,41,0,15100,4,0,30605,1,1,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.798281230888,0,84.4322519327044,10.328951347151,0.507599210345427,1,2601.57467111676
NA,NA,0,59,0,13,63969,0,187263,0,0,42,1,16210,4,0,4733,3,0,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120.499382171193,3.94263954274416,87.2388576046502,8.46252579007393,0.809641368865455,1,4682.78583369703
NA,NA,1,42,3,11,59800,1,0,0,1,37,0,11680,3,0,6914,3,0,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,117.033882512039,0,75.0051615017911,8.84144824409886,0.736744030801721,1,3822.83180950094
NA,NA,0,29,1,0,0,0,0,1,0,42,0,10860,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,72.5299786197993,0,0.616535201908579,1,1715.95459845445
NA,NA,0,30,0,0,0,0,0,0,1,25,1,4500,1,0,2409,3,0,3,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,48.3204498563687,7.7873820264847,0.841070919868165,1,3189.93558050545
NA,NA,3,40,3,12,47456,0,165012,1,1,36,1,25920,1,0,3402,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105.884906878679,3.88668419831103,108.314284126182,8.13241267450091,0.722016004912095,1,2862.32706077274
NA,NA,0,32,2,12,39144,1,0,0,0,34,0,5410,4,0,23418,3,1,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97.4145957848661,0,52.6022037586591,10.0613029376919,0.842436763732909,1,4016.07000234069
NA,NA,0,38,0,0,0,0,0,0,0,40,0,1630,4,0,9228,2,0,7,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,30.256485870666,9.13010597926558,0.875329865625248,1,3391.07017798861
NA,NA,0,36,2,12,69546,0,186300,1,0,33,1,12050,1,0,5106,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124.940673768772,3.94034322277269,76.0913043195662,8.53836742664764,0.585024676308928,1,2742.13956337878
NA,NA,2,45,2,10,71119,1,0,0,0,43,0,15600,1,0,3534,3,0,5,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,126.156543867933,0,85.7097917396742,8.17046857833067,0.631793426756628,1,4065.31691572747
NA,NA,1,39,2,11,40608,1,176832,0,0,20,0,9130,9,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,98.9757549287944,3.91718765406852,66.9540771573598,0,0.518967727270452,1,2792.44956370299
NA,NA,0,46,0,7,76216,0,0,0,0,56,0,13720,4,0,0,0,1,3,19,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,129.994801115465,0,80.7830498543495,0,0.53539207884347,1,2815.04902250295
NA,NA,0,29,3,13,24365,1,0,0,0,9,1,6840,7,0,36744,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,79.3359192162686,0,58.6085346162798,10.511757440963,0.790270791408827,1,3680.7211633544
NA,NA,2,43,3,12,53073,1,213525,0,0,39,0,23100,10,0,5328,4,0,5,13,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,111.139972480964,4.0015450125947,102.712931088734,8.58091888229678,0.604986337451479,1,4039.9449094142
NA,NA,2,44,2,13,142551,1,391566,0,0,16,0,5900,11,0,39019,1,0,8,18,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,170.478307922668,4.28535655220835,54.7473090316058,10.5718296141771,0.525898510320858,1,4338.21863449382
NA,NA,0,49,0,10,41068,0,0,0,1,28,1,21130,6,0,7463,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99.4596756474223,0,98.5776970713284,8.91784674252718,0.537775421042858,1,2449.3271249081
NA,NA,0,63,0,15,42209,0,0,0,1,22,1,16250,1,0,6379,3,0,8,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.646897566951,0,87.3380319461937,8.76092337633884,0.781342402793014,1,4241.77020468263
NA,NA,2,42,2,8,57379,1,0,0,0,37,1,20040,1,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.958222013528,0,96.1999502910666,0,0.938246069617264,1,5238.43309352412
NA,NA,0,34,1,9,37364,1,173675,0,0,49,0,8640,8,0,43725,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,95.4711835141665,3.90922183402136,65.2728890212962,10.6856981698368,0.5281130375937,1,3298.25455792317
